"Site.No","SJAS.No","ENM.No","Site.Name","Room..","Box..","Level.Info","FS.No","Lot.No","Cat.No","Refire.txt","INAA.txt","Petrography.txt","Photography.txt","Vessel.Form","Vessel.Part","Wall.Thickness","Rim.Radius","Rim.Arc","Rim.Eversion","Exterior.Pigment","Interior.Pigment","Exterior.Surface","Interior.Surface","Vessel.Appendage","Use.Wear.Residue","Retooling.Modification","Temper","Paste","Slip","Tradition","Variety","Ware","SPECTYPT","Style","Count","Weight","Vessel.No","Comments"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,6,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,6.8,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,7,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,10.1,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,8,0,"No","No","No","No","Jar","Shoulder",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,16.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,9,0,"No","No","No","No","Jar","Shoulder",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,32.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,10,0,"No","No","No","No","Bowl","Body",4.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","Shaping (grinding, flaking, etc.)","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,5.1,NA,"indeterminate edge grinding"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,11,0,"No","No","No","No","Bowl","Body",5.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,7.1,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,13,0,"No","No","No","No","Bowl","Body",4.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,7.9,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,15,0,"No","No","No","No","Bowl","Rim",4.1,8,22,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,10.1,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,16,0,"No","No","No","No","Bowl","Rim",4.3,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,10.6,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","402","Special Collection",393,17,98,"yes","No","No","No","Bowl","Body",4.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Washy - Cibola","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,15.3,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",404,8,0,"No","No","No","No","Bowl","Body",4.6,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,19.6,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",404,9,0,"No","No","No","No","Bowl","Rim",5.7,10,34,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,8.9,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",404,12,0,"No","No","No","No","Bowl","Body",5.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,17.6,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",404,13,58,"yes","Yes","No","No","Bowl","Rim",4.7,7,40,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sand","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Puerco",1,19.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",404,14,59,"yes","No","No","No","Bowl","Rim",6,9.5,51,0,"None","Mineral","Plain","Slipped and painted","None","Rim chipping","Scraper","Crushed igneous rock and sand","Animas Var. Dark","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,40.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",404,16,0,"No","No","No","No","Jar","Rim",0,3.5,60,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,9.8,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",404,17,0,"No","No","No","No","Jar","Rim",0,2,92,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,14.3,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",404,19,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,25.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #2",405,4,0,"No","No","No","No","Bowl","Rim",4.8,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - crackly","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,6.8,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #2",405,7,62,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,12.6,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #2",405,10,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","Shaping (grinding, flaking, etc.)","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,12.9,NA,"indeterminate edge grinding"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #2",405,14,0,"No","No","No","No","Ladle","Rim",0,6,61,0,"Mineral","Mineral","Plain and painted","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Chaco",1,22.7,NA,"exterior design is isolated sosi style"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #2",405,15,0,"No","No","No","No","Bowl","Rim",4.8,7,20,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,32.1,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #1",406,7,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","Scraper","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,41.1,NA,"both directions, both long edges"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #1",406,9,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,29,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #1",406,10,0,"No","No","No","No","Jar","Shoulder",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,7.5,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #1",406,11,66,"yes","No","No","No","Olla","Rim",0,5,39,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,87.2,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Top Ash Level",407,10,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,5.8,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Top Ash Level",407,12,0,"No","No","No","No","Jar","Shoulder",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,17.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #3",410,4,0,"No","No","No","No","Bowl","Rim",6.2,10,26,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,14.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #7",412,4,0,"No","No","No","No","Bowl","Body",5.1,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,9.3,NA,"old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #7",412,5,0,"No","No","No","No","Bowl","Rim",6.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,8.7,NA,"crosshatched fill; old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #7",412,6,73,"yes","No","No","No","Bowl","Body",6.2,0,0,0,"None","Mineral","Polished","Slipped and painted","None","None","None","Crushed igneous rock and sand","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,13.9,NA,"squiggle hatchure; old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #8",413,5,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","Applique","None","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,7.8,NA,"old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #8",413,6,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,10.3,NA,"oxidised paint but not paste; old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",414,5,75,"yes","No","No","No","Bowl","Rim",4.9,7.5,41,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,23.2,NA,"old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",414,6,76,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,25.4,NA,"old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",414,7,77,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,24,NA,"old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #4",414,8,0,"No","No","No","No","Olla","Rim",0,5,25,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,27,NA,"crosshatched fill; old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #12",415,2,0,"No","No","No","No","Bowl","Body",5.6,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,6.9,NA,"squiggle hatchure; old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #11",416,4,80,"yes","Yes","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and Other Crushed Rock","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,13.1,NA,"old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Bottom Level Ash",417,2,0,"No","No","No","No","Bowl","Base",5.4,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sand","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,7.7,NA,"vitrified"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Bottom Level Ash",417,3,0,"No","No","No","No","Bowl","Base",6,0,0,0,"None","Mineral","Indented corrugated","Slipped and painted","None","None","None","Crushed granite","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,10.1,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Bottom Level Ash",417,4,0,"No","No","No","No","Jar","Rim",0,3.5,38,0,"Mineral","None","Slipped and painted","Plain","None","Rim chipping","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Indeterminate",1,8.7,NA,""
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #3",418,5,0,"No","No","No","No","Bowl","Body",5.1,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","Ext (non-basal) pitting or abrasion","None","Crushed igneous rock and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",2,12.8,NA,"refit; old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #3",418,6,0,"No","No","No","No","Bowl","Body",5.2,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite","Animas Var. Dark","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,13.8,NA,"old tape needs to be removed"
"ENM 5066, 5067","None","ENM 5066, 5067","Mine Canyon","","398","Special Collection #3",418,7,0,"No","No","No","No","Bowl","Body",5.1,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,8,NA,"old tape needs to be removed"
