,OBJECTID,SWSN_Type,SWSN_Ware,Dogozshi,Include,Decoration,Red_slipped,Corrugated,Start_Date,End_Date,Chronology,Chronology2,Plus,References_,Comments,Smudged
3,1689,"Acoma Glaze Ware, Undifferentiated",Acoma Glaze Ware,0,1,polychrome,0,0,1300,1700,1,1,0,,,0
21,1685,Alpha Glaze,Acoma Glaze Ware,0,1,polychrome,0,0,1300,1450,1,1,0,,,0
56,1686,Beta Glaze,Acoma Glaze Ware,0,1,polychrome,0,0,1400,1470,1,1,0,,,0
246,1688,Delta Glaze,Acoma Glaze Ware,0,1,polychrome,0,0,1560,1700,1,1,0,,,0
306,1687,Gamma Glaze,Acoma Glaze Ware,0,1,polychrome,0,0,1450,1525,1,1,0,,,0
4,1690,"Acoma Matte Paint, Undifferentiated",Acoma Matte Paint,0,1,undifferentiated dec,0,0,1700,1900,1,1,0,,,0
5,3,Acoma Polychrome,Acoma Matte Paint,0,1,polychrome,0,0,1890,1900,1,1,1,Harlow 1973,,NA
6,4,Acomita Polychrome,Acoma Matte Paint,0,1,polychrome,0,0,1750,1850,1,1,0,Dittert and Plog 1980,,NA
9,6,Ako Polychrome,Acoma Matte Paint,0,1,polychrome,0,0,1700,1750,1,1,0,Dittert and Plog 1980,,NA
535,157,McCartys Polychrome,Acoma Matte Paint,0,1,polychrome,0,0,1850,1875,1,1,0,Dittert and Plog 1980,,NA
984,519,Sunset White-on-Red,Alameda Brown Ware,0,1,bichrome,0,0,1065,1200,1,1,0,Colton 1958,,NA
1073,294,Turkey Hill White-on-red,Alameda Brown Ware,0,1,bichrome,1,0,1100,1200,1,1,0,Colton 1958; Downum 1988,,NA
1105,524,Tuzigoot Red-on-black,Alameda Brown Ware,0,1,bichrome,0,0,1300,1425,1,1,0,Colton and Hargrave 1937,,NA
1106,520,Tuzigoot White-on-Red,Alameda Brown Ware,0,1,bichrome,1,0,1300,1425,1,1,0,Colton 1958,,NA
43,15,Babacomari Bichrome,Babacomari Series,0,1,bichrome,0,0,700,1300,1,1,0,Jones 1996:52,,NA
44,16,Babacomari Polychrome,Babacomari Series,0,1,polychrome,0,0,1250,1450,1,1,0,Di Peso 1951,,NA
23,1203,Anchondo Red-on-brown,Chihuahuan Brown Ware,0,1,bichrome,0,0,600,1200,1,0,0,,,0
482,1208,Leal Red-on-brown,Chihuahuan Brown Ware,0,1,bichrome,0,0,600,1200,1,0,NA,,,0
526,1205,Mata polychrome,Chihuahuan Brown Ware,0,1,polychrome,0,0,NA,NA,0,0,NA,,,0
527,1209,Mata Red-on-brown,Chihuahuan Brown Ware,0,1,bichrome,0,0,600,1200,1,0,NA,,,0
700,1206,Pilon Red-on-brown,Chihuahuan Brown Ware,0,1,bichrome,0,0,600,1200,1,0,NA,,,0
701,1204,Pilon/Fernando Red-on-brown,Chihuahuan Brown Ware,0,1,bichrome,0,0,600,1200,1,0,NA,,,0
1128,1207,Victoria Red-on-brown,Chihuahuan Brown Ware,0,1,bichrome,0,0,600,1200,1,0,NA,,,0
1129,1210,"Victoria Red-on-brown, Textured",Chihuahuan Brown Ware,0,1,bichrome,0,1,600,1200,1,0,NA,,,0
46,409,Babicora Polychrome,Chihuahuan Series,0,1,polychrome,0,0,1200,1450,1,1,0,Neuzil and Lyons 2008,,NA
96,408,Carretas Polychrome,Chihuahuan Series,0,1,polychrome,0,0,1200,1450,1,1,0,Neuzil and Lyons 2008,Neuzil and Lyons 2008 say most common AD 1250-1350,NA
130,895,"Chihuahuan polychrome, Undifferentiated",Chihuahuan Series,0,1,polychrome,0,0,1200,1450,1,1,NA,,,NA
136,312,"Chihuahuan type, Undifferentiated",Chihuahuan Series,0,1,undifferentiated dec,0,0,1200,1450,1,1,0,,,NA
226,410,Corralitos Polychrome,Chihuahuan Series,0,1,polychrome,0,0,1200,1450,1,1,0,Neuzil and Lyons 2008,,NA
259,411,Dublan Polychrome,Chihuahuan Series,0,1,polychrome,0,0,1200,1450,1,1,0,Neuzil and Lyons 2008,,NA
281,412,Escondida Polychrome,Chihuahuan Series,0,1,polychrome,0,0,1200,1450,1,1,0,,,NA
381,106,Huerigos Polychrome,Chihuahuan Series,0,1,polychrome,0,0,1350,1450,1,1,0,DiPeso 1974,,NA
518,944,Madera Black-on-red,Chihuahuan Series,0,1,bichrome,1,0,1200,1450,1,1,0,OAS Pottery Website,,0
780,218,Ramos Polychrome,Chihuahuan Series,0,1,polychrome,0,0,1200,1450,1,1,0,Hendrickson 2003,,NA
1130,377,Villa Ahumada Polychrome,Chihuahuan Series,0,1,polychrome,0,0,1350,1450,1,1,0,Sayles 1936; DiPeso 1977,,NA
149,759,"Chuska Orange Ware, Undifferentiated",Chuska Orange Ware,0,0,bichrome,1,0,825,875,1,1,0,Windes 1977,,NA
910,758,Sanostee Black-on-red,Chuska Orange Ware,0,1,bichrome,1,0,825,875,1,1,0,Windes 1977,,NA
911,757,Sanostee Red-on-Orange,Chuska Orange Ware,0,1,bichrome,1,0,825,875,1,1,0,Windes 1977,,NA
80,27,Brimhall Black-on-white,Chuska White Ware,1,1,bichrome,0,0,1040,1150,1,1,0,Windes 1977 revised,,NA
81,760,Brimhall/Taylor Black-on-white,Chuska White Ware,0,1,bichrome,0,0,1000,1150,1,1,0,Windes 1977 revised,,NA
85,28,Burnham Black-on-white,Chuska White Ware,0,1,bichrome,0,0,860,1000,1,1,0,Windes 1977,,NA
86,761,Burnham/Newcomb Black-on-white,Chuska White Ware,0,1,bichrome,0,0,860,1000,1,1,0,Windes 1977,,NA
138,48,Chuska Black-on-white,Chuska White Ware,1,1,bichrome,0,0,1040,1125,1,1,0,Windes 1977 revised,,NA
139,762,"Chuska BMIII/PI Black-on-white, Type Undifferentiated",Chuska White Ware,0,0,bichrome,0,0,700,900,1,0,0,,,NA
140,755,"Chuska Carbon Painted White Ware, Undifferentiated",Chuska White Ware,0,0,bichrome,0,0,800,1300,0,0,0,Windes 1977,,NA
145,754,"Chuska Mineral Painted White Ware, Undifferentiated",Chuska White Ware,0,0,bichrome,0,0,800,1300,0,0,0,Windes 1977,,NA
150,763,"Chuska PI/PII Black-on-white, Type Undifferentiated",Chuska White Ware,0,0,bichrome,0,0,700,1100,1,0,0,,,NA
151,834,"Chuska PII Black-on-white, Type Undifferentiated",Chuska White Ware,0,0,bichrome,0,0,900,1100,1,0,0,,,NA
153,833,"Chuska PII/PIII Black-on-white, Type Undifferentiated",Chuska White Ware,0,0,bichrome,0,0,900,1300,1,0,0,,,NA
155,835,"Chuska PIII Black-on-white, Type Undifferentiated",Chuska White Ware,0,0,bichrome,0,0,1100,1300,1,0,0,,,NA
158,313,"Chuska White Ware type, Undifferentiated",Chuska White Ware,0,0,bichrome,0,0,800,1300,0,0,0,Windes 1977,,NA
159,555,Chuska/Brimhall Black-on-white,Chuska White Ware,1,1,bichrome,0,0,1040,1150,1,1,0,Windes 1977 revised,,NA
235,62,Crozier Black-on-white,Chuska White Ware,0,1,bichrome,0,0,800,900,1,1,0,Windes 1977,,NA
236,63,Crumbled House Black-on-white,Chuska White Ware,0,1,bichrome,0,0,1150,1300,1,1,0,Windes 1977,,NA
258,73,Drolet Black-on-white,Chuska White Ware,0,1,bichrome,0,0,900,1000,1,1,0,Windes 1977,,NA
623,169,Naschitti Black-on-white,Chuska White Ware,0,1,bichrome,0,0,900,1000,1,1,0,Windes 1977,,NA
624,836,Naschitti or Newcomb Black-on-white,Chuska White Ware,0,1,bichrome,0,0,875,1000,1,1,0,,,NA
625,170,Nava Black-on-white,Chuska White Ware,0,1,bichrome,0,0,1100,1275,1,1,0,Windes 1977,,NA
626,883,Nava/Crumbled House Black-on-white,Chuska White Ware,0,1,bichrome,0,0,1100,1300,1,1,0,combined types,,NA
633,171,Newcomb Black-on-white,Chuska White Ware,0,1,bichrome,0,0,875,1000,1,1,0,Windes 1977,,NA
635,745,Newcomb or Burnham Black-on-white,Chuska White Ware,0,1,bichrome,0,0,860,1000,1,1,0,Windes 1977,,NA
683,180,Pena Black-on-white,Chuska White Ware,0,1,bichrome,0,0,800,900,1,1,0,Windes 1977,,NA
1014,270,Taylor Black-on-white,Chuska White Ware,0,1,bichrome,0,0,1000,1100,1,1,0,Windes 1977,,NA
1025,271,Theodore Black-on-white,Chuska White Ware,0,1,bichrome,0,0,800,825,1,1,0,Windes 1977,,NA
1034,274,Toadlena Black-on-white,Chuska White Ware,0,1,bichrome,0,0,975,1125,1,1,0,Windes 1977,,NA
1071,292,Tunicha Black-on-white,Chuska White Ware,0,1,bichrome,0,0,850,900,1,1,0,Windes 1977,,NA
101,442,Cebolleta Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1000,1200,1,1,0,check on this,,NA
109,41,Chaco Black-on-white,Cibola White Ware,1,1,bichrome,0,0,1075,1150,1,1,0,Goetze and Mills 1993,,NA
111,42,Chaco-McElmo Black-on-white (carbon paint),Cibola White Ware,0,1,bichrome,0,0,1090,1175,1,1,0,Goetze and Mills 1993; updated from Windes,,NA
161,314,"Cibola Black-on-white, Undifferentiated",Cibola White Ware,0,0,bichrome,0,0,550,1325,0,0,0,,,NA
162,744,"Cibola BMIII/PI White Ware, Type Undifferentiated",Cibola White Ware,0,0,bichrome,0,0,550,900,1,0,0,,,NA
175,741,"Cibola PI White Ware, Type Undifferentiated",Cibola White Ware,0,0,bichrome,0,0,700,900,1,0,0,,,NA
176,742,"Cibola PI/PII White Ware, Type Undifferentiated",Cibola White Ware,0,0,bichrome,0,0,700,1100,1,0,0,,,NA
178,738,"Cibola PII White Ware, Type Undifferentiated",Cibola White Ware,0,0,bichrome,0,0,880,1100,1,0,0,,,NA
181,740,"Cibola PII/PIII White Ware, Type Undifferentiated",Cibola White Ware,0,0,bichrome,0,0,1000,1300,1,0,0,,,NA
183,739,"Cibola PIII White Ware, Type Undifferentiated",Cibola White Ware,0,0,bichrome,0,0,1100,1300,1,0,0,,,NA
184,893,"Cibola PIII/PIV White Ware, Type Undifferentiated",Cibola White Ware,0,0,bichrome,0,0,1200,1325,1,0,0,,,NA
188,315,"Cibola White Ware, Undifferentiated",Cibola White Ware,0,0,bichrome,0,0,550,1325,0,0,0,,,NA
223,60,Corduroy Black-on-white,Cibola White Ware,0,1,bichrome,0,0,800,900,1,1,0,Breternitz 1959,,NA
279,77,Escavada Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1000,1100,1,1,0,Mills and Herr 1999,,NA
280,734,Escavada-Puerco Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1000,1100,1,1,0,,,NA
304,87,Gallup Black-on-white,Cibola White Ware,1,1,bichrome,0,0,1040,1150,1,1,0,Mills and Herr 1999; Toll and McKenna 1997,,NA
305,844,Gallup or Reserve Black-on-white,Cibola White Ware,1,1,bichrome,0,0,1040,1200,1,1,0,see pure types,,NA
426,1174,Kiatuthlana/Red Mesa Black-on-white,Cibola White Ware,0,1,bichrome,0,0,850,1040,1,1,0,,,0
427,129,Kiatuthlanna Black-on-white,Cibola White Ware,0,1,bichrome,0,0,850,925,1,1,0,Hays-Gilpin 1998; Mills and Herr 1999,,NA
428,556,Kiatuthlanna-Red Mesa Black-on-white,Cibola White Ware,0,1,bichrome,0,0,850,1040,1,1,0,Hays-Gilpin and Van Hartesveldt 1998,,NA
443,437,Klagetoh Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1250,1300,1,1,0,Hays-Gilpin 1998,,NA
455,686,Kowina Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1050,1300,1,1,0,Wozniak and Marshall 1991,,NA
463,142,La Plata Black-on-white,Cibola White Ware,0,1,bichrome,0,0,550,750,1,1,0,Mills and Herr 1999,,NA
464,1175,La Plata/White Mound Black-on-white,Cibola White Ware,0,1,bichrome,0,0,550,850,1,1,0,,,0
465,861,La Plata-White Mound Black-on-white,Cibola White Ware,0,1,bichrome,0,0,550,850,1,1,0,combined types,,NA
486,147,Lino Black-on-gray (Cibola),Cibola White Ware,0,1,bichrome,0,0,600,850,1,1,0,Mills and Herr 1999,,NA
708,186,Pinedale Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1270,1320,1,1,0,Mills and Herr 1999,,NA
763,216,Puerco Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1030,1200,1,1,0,Mills and Herr 1999,,NA
764,880,Puerco or Red Mesa Black-on-white,Cibola White Ware,0,1,bichrome,0,0,880,1200,1,1,0,,,NA
774,552,Puerco-Reserve Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1030,1200,1,1,0,Hays-Gilpin and Van Hartesveldt 1998,,NA
782,219,Red Mesa Black-on-white,Cibola White Ware,0,1,bichrome,0,0,880,1040,1,1,0,Goetze and Mills 1993; Mills and Herr 1999,,NA
783,1182,Red Mesa/Gallup Black-on-white,Cibola White Ware,0,1,bichrome,0,0,880,1150,1,1,0,,,0
784,1183,Red Mesa/Puerco Black-on-white,Cibola White Ware,0,1,bichrome,0,0,880,1200,1,1,0,,,0
792,220,Reserve Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1050,1200,1,1,0,Mills and Herr 1999; Hays-Gilpin 1998,,NA
795,551,Reserve/Tularosa Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1050,1300,1,1,0,Hays-Gilpin and Van Hartesveldt 1998,,NA
841,436,Roosevelt Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1270,1320,1,1,0,Mills and Herr 1999,,NA
965,256,Snowflake Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1100,1275,1,1,0,Mills and Herr 1999, (Mills and Herr 1999 says 1100-1275?),NA
966,879,Snowflake or Puerco Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1030,1300,1,1,0,,,NA
1063,290,Tularosa Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1180,1300,1,1,0,Hayes-Gilpin and Van Hartesveldt 1998,,NA
1067,905,Tularosa/Klagetoh Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1180,1300,1,1,0,combined type,,NA
1068,553,Tularosa/Pinedale Black-on-white,Cibola White Ware,0,1,bichrome,0,0,1175,1325,1,1,0,Hays-Gilpin and Van Hartesveldt 1998,,NA
1142,201,White Mound Black-on-white,Cibola White Ware,0,1,bichrome,0,0,700,850,1,1,0,Goetze and Mills 1993,,NA
1143,1184,White Mound/Kiatuthlana Black-on-white,Cibola White Ware,0,1,bichrome,0,0,700,1040,1,1,0,,,0
1144,863,White Mound-Kiatuthlanna Black-on-white,Cibola White Ware,0,1,bichrome,0,0,700,1040,1,1,0,see pure types,,NA
214,785,"Coconino Buff Ware, Undifferentiated",Coconino Buff Ware,0,1,bichrome,0,0,1050,1150,0,0,0,,,NA
216,57,Coconino Red-on-buff,Coconino Buff Ware,0,1,bichrome,0,0,1050,1150,1,1,0,Colton and Hargrave 1937,Red-on-buff?,NA
1168,205,Winona Red-on-buff,Coconino Buff Ware,0,1,bichrome,0,0,1050,1150,1,1,0,Colton and Hargrave 1937,Red-on-tan?,NA
55,19,Benson Red-on-brown,Dragoon Series,0,1,bichrome,0,0,750,1150,1,1,0,Tuthill 1947,dates from P. Lyons,NA
99,35,Cascabel Red-on-brown,Dragoon Series,0,1,bichrome,0,0,700,900,1,1,0,Heckman et al. 2000,,NA
245,67,Deep Well Red-on-brown,Dragoon Series,0,1,bichrome,0,0,750,1150,1,1,0,Tuthill 1947,dates from P. Lyons,NA
256,72,Dragoon Series Red-on-brown,Dragoon Series,0,1,bichrome,0,0,700,1100,1,1,0,Fulton 1934; Fulton and Tuthill 1940; Heckman et al. 2000,,NA
257,318,"Dragoon Series Red-on-brown, Undifferentiated",Dragoon Series,0,1,bichrome,0,0,700,1100,0,0,0,,,NA
1046,280,Tres Alamos Red-on-brown,Dragoon Series,0,1,bichrome,0,0,900,1100,1,1,0,Heckman et al. 2000,,NA
454,441,Kowina Black-on-red,Early White Mountain Red Ware,0,1,bichrome,1,0,1225,1300,1,1,0,Oppelt,,NA
640,674,North Plains Black-on-red,Early White Mountain Red Ware,0,1,bichrome,1,0,1200,1300,1,1,0,Dittert 1959,,NA
641,672,North Plains Polychrome,Early White Mountain Red Ware,0,1,polychrome,1,0,1200,1300,1,1,0,Dittert 1959,,NA
762,215,Puerco Black-on-red,Early White Mountain Red Ware,0,1,bichrome,1,0,1000,1175,1,1,0,Mills and Herr 1999,,NA
977,259,Springerville Polychrome,Early White Mountain Red Ware,0,1,polychrome,1,0,1250,1300,1,1,0,Carlson 1970; Fixed by Peeples,,NA
978,260,St. Johns Black-on-red,Early White Mountain Red Ware,0,1,bichrome,1,0,1200,1300,1,1,0,Mills and Herr 1999,,NA
979,535,St. Johns Black-on-red or Polychrome,Early White Mountain Red Ware,0,1,polychrome,1,0,1200,1300,1,1,0,Carlson 1970,,NA
980,261,St. Johns Polychrome,Early White Mountain Red Ware,0,1,polychrome,1,0,1200,1300,1,1,0,Mills and Herr 1999,,NA
1015,691,Techado Polychrome,Early White Mountain Red Ware,0,1,polychrome,1,0,1250,1300,1,1,0,Matt Peeples personal communication 10/07/11,,NA
1145,701,"White Mountain type, Type Undifferentiated; Early",Early White Mountain Red Ware,0,0,undifferentiated dec,1,0,1000,1300,0,0,0,,this type is based on a quantitative assessment of the proportion of identified Early White Mttypes.,NA
1154,203,Wingate Black-on-red,Early White Mountain Red Ware,0,1,bichrome,1,0,1050,1225,1,1,0,Mills and Herr 1999; updated by SWSN 2015,,NA
1155,538,Wingate Black-on-red or Polychrome,Early White Mountain Red Ware,0,1,polychrome,1,0,1050,1225,1,1,0,Mills and Herr 1999; updated by SWSN 2015,,NA
1156,204,Wingate Polychrome,Early White Mountain Red Ware,0,1,polychrome,1,0,1100,1225,1,1,0,Mills and Herr 1999; updated by SWSN 2015,,NA
1157,688,Wingate/St. Johns Black-on-red or polychrome,Early White Mountain Red Ware,0,1,polychrome,1,0,1050,1300,1,1,0,see pure types,,NA
273,1747,Emery Black-on-gray,Fremont Gray Ware,0,1,bichrome,0,0,1100,1250,1,1,NA,,,0
388,1739,Ivie Creek Black-on-white,Fremont Gray Ware,0,1,bichrome,0,0,1100,1250,1,1,NA,,,0
868,1744,Salt Lake Black-on-gray,Fremont Gray Ware,0,1,bichrome,0,0,1100,1250,1,1,NA,,,0
930,1741,Sevier Black-on-Gray,Fremont Gray Ware,0,1,bichrome,0,0,1100,1250,1,1,NA,,,0
931,1745,Sevier Black-on-white,Fremont Gray Ware,0,1,bichrome,0,0,1100,1250,1,1,NA,,,0
955,1749,Snake Valley Black-on-gray,Fremont Gray Ware,0,1,bichrome,0,0,1100,1250,1,1,NA,,,0
958,1750,Snake Valley Red-on-gray,Fremont Gray Ware,0,1,bichrome,0,0,1100,1250,1,1,NA,,,0
336,484,Grasshopper Polychrome,Grasshopper Ware,0,1,polychrome,1,0,1330,1375,1,1,0,Van Keuren 2001,,NA
341,752,Guadalupe Black-on-white,Guadalupe White Ware,0,1,bichrome,0,0,1200,1265,1,1,0,Pippin 1987,,NA
545,1021,Mercado Red-on-cream,Guadiana Cream Ware,0,1,bichrome,0,0,650,750,0,0,0,,,0
342,1733,Guasave Red-on-buff,Guasave Series,0,1,bichrome,0,0,1000,1532,1,1,NA,,,0
628,1738,Navalato Polychrome,Guasave Series,0,1,polychrome,0,0,1100,1400,1,1,NA,,,0
343,94,Hawikuh Glaze-on-red,Hawikuh Glaze Ware,0,1,bichrome,1,0,1630,1680,1,1,0,Dittert and Plog 1980,,NA
344,572,Hawikuh Glaze-on-red or polychrome,Hawikuh Glaze Ware,0,1,polychrome,0,0,1630,1680,1,1,0,Woodbury and Woodbury 1966,,NA
345,95,Hawikuh Polychrome,Hawikuh Glaze Ware,0,1,polychrome,0,0,1630,1680,1,1,0,Dittert and Plog 1980,,NA
100,949,Casitas Red-on-brown,Hispanic Utility Ware,0,1,bichrome,0,0,1762,1900,1,1,0,,,0
1119,1676,Valencia White,Hispanic Utility Ware,0,1,bichrome,0,0,1790,1900,1,1,0,,,0
747,936,Polacca Polychrome,Historic Hopi Yellow Ware,0,1,polychrome,0,0,1780,1900,1,1,NA,,,0
350,1751,"Historic Decorated Type, undifferentiated",Historic Ware,0,1,undifferentiated dec,0,0,1540,2000,0,0,NA,,,0
359,1735,Historic Red-on-brown,Historic Ware,0,1,bichrome,0,0,1540,1800,0,0,NA,,,0
58,21,Bidahochi Black-on-white,Hopi White Ware,0,1,bichrome,0,0,1325,1400,1,1,0,Caywood and Spicer 1935; Colton 1956,,NA
376,417,Hoyapi Black-on-white,Hopi White Ware,0,1,bichrome,0,0,1250,1300,1,1,0,Colton 1955,,NA
424,415,Kia-ko Black-on-white,Hopi White Ware,0,1,bichrome,0,0,1100,1150,1,1,0,Colton 1956,,NA
746,416,Polacca Black-on-white,Hopi White Ware,0,1,bichrome,0,0,1150,1250,1,1,0,Colton 1955,,NA
378,103,Huckovi Black-on-orange,Jeddito Orange Ware,0,1,bichrome,0,0,1300,1350,1,1,0,updated from Bernardini,,NA
380,105,Huckovi Polychrome,Jeddito Orange Ware,0,1,polychrome,0,0,1300,1350,1,1,0,updated from Bernardini,,NA
389,419,Jeddito Black-on-orange,Jeddito Orange Ware,0,1,bichrome,0,0,1250,1300,1,1,0,updated from Bernardini,,NA
397,922,Jeddito Orange,Jeddito Orange Ware,0,1,bichrome,0,0,1250,1300,1,1,NA,updated from Bernardini,,0
398,1133,"Jeddito Orange Ware, Undifferentiated",Jeddito Orange Ware,0,1,undifferentiated dec,1,0,1250,1350,1,1,NA,,,0
400,420,Jeddito Polychrome,Jeddito Orange Ware,0,1,polychrome,0,0,1250,1300,1,1,0,updated from Bernardini,,NA
446,132,Kokop Black-on-orange,Jeddito Orange Ware,0,1,bichrome,0,0,1300,1350,1,1,0,updated from Bernardini,,NA
448,134,Kokop Polychrome,Jeddito Orange Ware,0,1,polychrome,0,0,1300,1350,1,1,0,updated from Bernardini,,NA
459,137,Kwaituki Black-on-orange,Jeddito Orange Ware,0,1,bichrome,0,0,1250,1350,1,1,0,updated from Bernardini,,NA
461,139,Kwaituki Polychrome,Jeddito Orange Ware,0,1,polychrome,0,0,1300,1350,1,1,0,updated from Bernardini,,NA
39,14,Awatovi Black-on-yellow,Jeddito Yellow Ware,0,1,bichrome,0,0,1325,1375,1,1,0,Yellow Ware Conference updated,,NA
40,418,Awatovi Polychrome,Jeddito Yellow Ware,0,1,polychrome,0,0,1400,1625,1,1,0,Colton 1965; Frank and Harlow 1974,,NA
41,617,Awatovi-Jeddito Black-on-yellow,Jeddito Yellow Ware,0,1,bichrome,0,0,1300,1375,1,1,0,Colton 1956,,NA
59,22,Bidahochi Polychrome,Jeddito Yellow Ware,0,1,polychrome,0,0,1325,1375,1,1,0,Colton 1956; Smith 1971,,NA
278,908,Equivocal Black-on-Yellow,Jeddito Yellow Ware,0,1,bichrome,0,0,1325,1629,1,1,0,,,0
353,917,Historic Hopi Yellow Ware,Jeddito Yellow Ware,0,1,bichrome,0,0,1625,1900,1,1,NA,,,0
390,116,Jeddito Black-on-yellow,Jeddito Yellow Ware,0,1,bichrome,0,0,1300,1450,1,1,0,Habicht-Mauche 1993,,NA
391,920,Jeddito Black-on-Yellow A,Jeddito Yellow Ware,0,1,bichrome,0,0,1375,1450,1,1,NA,,,0
392,921,Jeddito Black-on-Yellow B,Jeddito Yellow Ware,0,1,bichrome,0,0,1385,1629,1,1,NA,,,0
393,705,Jeddito Black-on-yellow or Polychrome,Jeddito Yellow Ware,0,1,undifferentiated dec,0,0,1300,1450,1,1,0,http://www.musnaz.org/CeramicFIM/JedditoYellowWare/JYWindex.htm,,NA
394,309,"Jeddito Black-on-yellow, Undifferentiated",Jeddito Yellow Ware,0,1,bichrome,0,0,1300,1450,0,0,0,http://www.musnaz.org/CeramicFIM/JedditoYellowWare/JYWindex.htm,,NA
396,117,Jeddito Engraved,Jeddito Yellow Ware,0,1,polychrome,0,0,1350,1600,1,1,0,Colton 1956,,NA
401,118,Jeddito Stippled,Jeddito Yellow Ware,0,1,bichrome,0,0,1350,1600,1,1,0,Colton 1956,,NA
418,123,Kawaioku Polychrome,Jeddito Yellow Ware,0,1,polychrome,0,0,1400,1625,1,1,0,Hargrave 1932; Colton 1956,,NA
658,619,Paayu Polychrome,Jeddito Yellow Ware,0,1,polychrome,0,0,1365,1385,1,1,0,MNA website,,NA
677,620,Payupki Polychrome,Jeddito Yellow Ware,0,1,polychrome,0,0,1680,1780,1,1,0,Wade and McChesney 1981,,NA
881,618,San Bernardo Polychrome,Jeddito Yellow Ware,0,1,polychrome,0,0,1625,1740,1,1,0,Wade and McChesney 1981,,NA
947,252,Sikyatki Polychrome,Jeddito Yellow Ware,0,1,polychrome,0,0,1375,1625,1,1,0,Wade and McChesney 1981,,NA
948,940,Sikyatki Polychrome A,Jeddito Yellow Ware,0,1,polychrome,0,0,1385,1400,1,1,NA,,,0
949,937,Sikyatki Polychrome B,Jeddito Yellow Ware,0,1,polychrome,0,0,1385,1450,1,1,NA,,,0
950,938,Sikyatki Polychrome C,Jeddito Yellow Ware,0,1,polychrome,0,0,1450,1629,1,1,NA,,,0
951,1149,Sikyatki Polychrome C/D/E,Jeddito Yellow Ware,0,1,polychrome,0,0,1450,1680,1,1,NA,,,0
952,939,Sikyatki Polychrome D,Jeddito Yellow Ware,0,1,polychrome,0,0,1450,1629,1,1,NA,,,0
953,941,Sikyatki Polychrome E,Jeddito Yellow Ware,0,1,polychrome,0,0,1550,1680,1,1,NA,,,0
407,1046,Jemez River Polychrome,Jemez Province Revolt Ware,0,1,polychrome,0,0,1680,1720,1,1,NA,Liebmann 2006,,0
261,1708,Early Jemez Black-on-white,Jemez White Ware,0,1,bichrome,0,0,1300,1500,1,1,0,Boyd Dyer 2008,,NA
404,119,Jemez Black-on-white,Jemez White Ware,0,1,bichrome,0,0,1300,1750,1,1,0,Boyd Dyer 2008,,NA
473,1709,Late Jemez Black-on-white,Jemez White Ware,0,1,bichrome,0,0,1500,1750,1,1,0,Boyd Dyer 2008,,NA
1120,374,Vallecitos Black-on-white,Jemez White Ware,0,1,bichrome,0,0,1230,1400,1,1,0,Habicht-Mauche 1993,,NA
267,74,El Paso Bichrome,Jornada Mogollon Brown Ware,0,1,bichrome,0,0,1000,1100,1,1,0,Human Systems Research 1973,,NA
268,1718,El Paso Bichrome or Polychrome,Jornada Mogollon Brown Ware,0,1,undifferentiated dec,0,0,1000,1350,1,1,NA,,,0
270,75,El Paso Polychrome,Jornada Mogollon Brown Ware,0,1,polychrome,0,0,1100,1350,1,1,0,Human Systems Research 1973; Smiley 1978; Whalen 1981,,NA
410,120,Jornada Polychrome,Jornada Mogollon Brown Ware,0,1,polychrome,0,0,900,1350,1,1,0,Human Systems Research 1973,,NA
411,121,Jornada Red-on-brown,Jornada Mogollon Brown Ware,0,1,bichrome,0,0,900,1350,1,1,0,Human Systems Research 1973,a.k.a. Jornada Bichrome,NA
435,623,Kinishba White-on-red,Kinishba Red Ware,0,1,bichrome,1,0,1300,1400,1,1,0,Lyons (in press),,NA
432,448,Kinishba Polychrome,Kinishba Ware,0,1,polychrome,0,0,1300,1350,1,1,0,"Baldwin 1938, Wendorf 1950",,NA
439,443,Kintiel Black-on-orange,Kintiel-Klagetoh Ware,0,1,bichrome,0,0,1275,1300,1,1,0,Wilson 2015,,NA
440,906,"Kintiel-Klagetoh, Type Undifferentiated",Kintiel-Klagetoh Ware,0,1,undifferentiated dec,0,0,1250,1325,1,1,0,combined types,,NA
444,444,Klagetoh Black-on-yellow,Kintiel-Klagetoh Ware,0,1,bichrome,0,0,1250,1300,1,1,0,Wilson 2015,,NA
445,447,Klagetoh Polychrome,Kintiel-Klagetoh Ware,0,1,polychrome,0,0,1250,1325,1,1,0,Wilson 2015,,NA
466,143,Laguna Polychrome,Laguna Matte Paint Ware,0,1,polychrome,0,0,1830,1940,1,1,0,Harlow 1973,,NA
